ENSP	VNG-ORF
Q9HMT3	VNG2397G
Q9HMT2	VNG2398G
Q9HMT1	VNG2399H
Q9HMT0	VNG2400H
Q9HMS8	VNG2402H
Q9HMS9	VNG2403H
Q9HMS7	VNG2404G
Q9HMS6	VNG2406C
Q9HMS5	VNG2408C
Q9HMS4	VNG2410G
CD63_HALN1	VNG2411G
Q9HMS2	VNG2412H
Q9HMS1	VNG2413H
Q9HMS0	VNG2414H
Q9HMR9	VNG2415H
Q9HMR8	VNG2416G
DP2S_HALN1	VNG2417G
Q9HMR6	VNG2418G
Q9HMR5	VNG2419C
METX_HALN1	VNG2420G
Q9HMR3	VNG2421G
Q9HMR2	VNG2422G
Q9HMR1	VNG2423G
Q9HMR0	VNG2424G
Q9HMQ9	VNG2426G
Q9HMQ8	VNG2429G
Q9HMQ7	VNG2430G
Q9HMQ6	VNG2431C
YO32_HALN1	VNG2432C
Q9HMQ4	VNG2433H
ARLY_HALN1	VNG2436G
ASSY_HALN1	VNG2437G
Q9HMQ1	VNG2439H
Q9HMQ0	VNG2440H
Q9HMP9	VNG2441G
Q9HMP8	VNG2442H
DPSA_HALN1	VNG2443G
Q9HMP6	VNG2444C
Q9HMP5	VNG2445C
Q9HMP4	VNG2446H
Q9HMP3	VNG2447G
Q9HMP2	VNG2449G
Q9HMP1	VNG2451H
YO52_HALN1	VNG2452C
Q9HMN9	VNG2454C
Q9HMN8	VNG2455C
Q9HMN7	VNG2456C
Q9HMN6	VNG2458C
SR54_HALN1	VNG2459G
Q9HMN4	VNG2461H
Q9HMN3	VNG2462G
PFDA_HALN1	VNG2465C
Q9HMN1	VNG2466C
RL31_HALN1	VNG2467G
Q9HMM8	VNG2468C
RL39_HALN1	VNG2469G
Q9HMM7	VNG2470C
CSD_HALN1	VNG2471G
Q9HMM5	VNG2472G
RADA_HALN1	VNG2473G
Q9HMM3	VNG2474C
Q9HMM2	VNG2475C
Q9HMM1	VNG2476C
Q9HMM0	VNG2477H
Q9HML9	VNG2480H
PSB2_HALN1	VNG2482G
Q9HML7	VNG2483G
Q9HML6	VNG2484G
Q9HML5	VNG2486G
Q9HML4	VNG2488C
Q9HML3	VNG2490H
Q9HML2	VNG2493C
Q9HML1	VNG2495H
Q9HML0	VNG2496G
Q9HMK9	VNG2497H
Q9HMK8	VNG2498H
Q9HMK7	VNG2499G
Q9HMK6	VNG2501C
Q9HMK5	VNG2502C
SYFA_HALN1	VNG2504G
SYFB_HALN1	VNG2505G
Q9HMK2	VNG2507G
Q9HMK1	VNG2508C
Q9HMK0	VNG2509H
Q9HMJ9	VNG2510H
Q9HMJ8	VNG2511H
Q9HMJ7	VNG2512G
Q9HMJ6	VNG2513G
RS6E_HALN1	VNG2514G
Q9HMJ4	VNG2515H
Q9HMJ3	VNG2516C
Q9HMJ2	VNG2518C
Q9HMJ1	VNG2519H
Q9HMJ0	VNG2520C
Q9HMI9	VNG2521H
Q9HMI8	VNG2522C
Q9HMI7	VNG2523H
Q9HMI6	VNG2524H
Q9HMI5	VNG2525H
Q9HMI4	VNG2526G
Q9HMI3	VNG2527G
Q9HMI2	VNG2529G
Q9HMI1	VNG2531G
Q9HMI0	VNG2532H
PYRC_HALN1	VNG2533G
Q9HMH7	VNG2534C
Q9HMH6	VNG2535H
Q9HMH8	VNG2536C
Q9HMH5	VNG2537G
Q9HMH4	VNG2539H
Q9HMH3	VNG2541C
YP43_HALN1	VNG2543C
Q9HMH1	VNG2544H
Q9HMH0	VNG2546G
Q9HMG9	VNG2547G
Q9HMG8	VNG2549C
Q9HMG7	VNG2551G
Q9HMG6	VNG2552G
Q9HMG5	VNG2553G
Q9HMG4	VNG2554H
Q9HMG3	VNG2555C
Q9HMG2	VNG2556H
Q9HMG1	VNG2558G
Q9HMG0	VNG2560G
Q9HMF9	VNG2562H
Q9HMF8	VNG2563H
Q9HMF7	VNG2565G
Q9HMF6	VNG2566H
Q9HMF5	VNG2567C
Q9HMF4	VNG2569H
DUT_HALN1	VNG2570G
Q9HMF2	VNG2573G
Q9HMF1	VNG2574G
Q9HMF0	VNG2575G
Q9HME9	VNG2576H
Q9HME8	VNG2577C
Q9HME7	VNG2579G
Q9HME6	VNG2580C
Q9HME5	VNG2581H
Q9HME4	VNG2582H
SUI1_HALN1	VNG2584C
Q9HME2	VNG2585H
Q9HME1	VNG2586C
ENGB_HALN1	VNG2587C
Q9HMD9	VNG2589C
Q9HMD8	VNG2591C
Q9HMD7	VNG2593H
Q9HMD5	VNG2594C
Q9HMD6	VNG2595G
HIS2_HALN1	VNG2596G
Q9HMD3	VNG2597C
Q9HMD2	VNG2598G
SECG_HALN1	VNG2599H
Q9HMD0	VNG2600G
Q9HMC9	VNG2602G
Q9HMC8	VNG2603H
THI4_HALN1	VNG2604G
Q9HMC6	VNG2606G
Q9HMC5	VNG2607C
Q9HMC4	VNG2608C
Q9HMC3	VNG2610C
Q9HMC2	VNG2611G
Q9HMC1	VNG2612G
Q9HMC0	VNG2613H
Q9HMB9	VNG2614H
Q9HMB8	VNG2615C
Q9HMB7	VNG2616G
Q9HMB6	VNG2617G
Q9HMB5	VNG2619H
Q9HMB4	VNG2620G
Q9HMB3	VNG2622H
Q9HMB2	VNG2624G
Q9HMB1	VNG2625C
Q9HMB0	VNG2626H
Q9HMA9	VNG2627C
Q9HMA8	VNG2628H
Q9HMA7	VNG2629G
Q9HMA6	VNG2631H
Q9HMA5	VNG2632G
Q9HMA4	VNG2633H
Q9HMA3	VNG2634H
Q9HMA2	VNG2636G
Q9HMA1	VNG2637H
Q9HMA0	VNG2638G
Q9HM99	VNG2639G
Q9HM98	VNG2640G
Q9HM97	VNG2641H
Q9HM96	VNG2642H
Q9HM95	VNG2643H
Q9HM94	VNG2644C
Q9HM92	VNG2645H
Q9HM93	VNG2646C
Q9HM91	VNG2647G
RS10_HALN1	VNG2648G
EF1A_HALN1	VNG2649G
Q9HM88	VNG2650G
Q9HM87	VNG2652H
Q9HM86	VNG2653C
Q9HM85	VNG2654G
Q9HM84	VNG2656H
RS7_HALN1	VNG2657G
RS12_HALN1	VNG2658G
NUSA_HALN1	VNG2661G
RPA2_HALN1	VNG2662G
RPA1_HALN1	VNG2664G
RPB1_HALN1	VNG2665G
RPB2_HALN1	VNG2666G
RPOH_HALN1	VNG2668G
Q9HM75	VNG2669G
Q9HM74	VNG2673H
Q9HM73	VNG2674H
Q9HM72	VNG2675C
Q9HM71	VNG2677H
Q9HM70	VNG2678H
CSG_HALN1	VNG2679G
O51955	VNG5001H
O51956	VNG5003H
O51957	VNG5005H
O51958	VNG5006
O51959	VNG5007H
O51960	VNG5008H
O51961	VNG5009H
O51962	VNG5010G
O51963	VNG5011H
O51964	VNG5012H
O51965	VNG5013G
O51966	VNG5016H
O51967	VNG5017H
O59633	VNG5018
GVM1_HALN1	VNG5019G
GVL1_HALN1	VNG5020G
GVK1_HALN1	VNG5021G
GVJ1_HALN1	VNG5022G
GVI1_HALN1	VNG5023G
GVH1_HALN1	VNG5025G
GVG1_HALN1	VNG5026G
GVF1_HALN1	VNG5027G
GVE1_HALN1	VNG5028G
GVD1_HALN1	VNG5029G
GVA1_HALN1	VNG5030G
GVC1_HALN1	VNG5032G
GVN1_HALN1	VNG5033G
GVO1_HALN1	VNG5034G
O51969	VNG5035G
O51970	VNG5037G
Q9HI14	VNG5039G
O51972	VNG5040H
O54583	VNG5041H
Q48291	VNG5042H
O54644	VNG5044H
TH11_HALN1	VNG5045H
O54600	VNG5046
TBPB_HALN1	VNG5052G
O54610	VNG5055G
O54596	VNG5057G
O54564	VNG5059C
O54647	VNG5062C
O54633	VNG5063.1
O54559	VNG5063H
O54601	VNG5064H
O54523	VNG5066G
O54637	VNG5068G
O54661	VNG5069C
O54549	VNG5070
O54630	VNG5071C
O54662	VNG5074C
O54663	VNG5075C
O46709	VNG5076G
O54535	VNG5077G
O54605	VNG5079.1
O54590	VNG5079H
O54563	VNG5080H
O54648	VNG5082H
IDI2_HALN1	VNG5084G
O54646	VNG5085H
O54613	VNG5086H
O54664	VNG5087H
O54533	VNG5088H
O54573	VNG5089G
O54654	VNG5090C
O54575	VNG5091C
O54602	VNG5092
O54562	VNG5093C
O51974	VNG5094G
O51975	VNG5095
O51976	VNG5098C
O51977	VNG5100C
O51978	VNG5102H
O51979	VNG5104H
O51980	VNG5105H
O51981	VNG5106H
O51982	VNG5108H
O51983	VNG5113
O51984	VNG5115H
O51985	VNG5116H
O51986	VNG5118H
O51987	VNG5119H
O51988	VNG5121
O51989	VNG5122H
O51990	VNG5124H
O51991	VNG5126G
O51992	VNG5128
O51993	VNG5129H
O51994	VNG5131H
O51995	VNG5132H
O51996	VNG5133C
O51997	VNG5134G
O51998	VNG5135H
O51999	VNG5136G
O52000	VNG5138C
O52001	VNG5139C
O52002	VNG5140
O52003	VNG5141G
TBPC_HALN1	VNG5142G
O52005	VNG5143C
O52006	VNG5144H
O52007	VNG5145H
O52008	VNG5146H
O52009	VNG5147G
O52010	VNG5148H
O52011	VNG5149H
O52012	VNG5152H
O52013	VNG5153H
O52014	VNG5154H
O52015	VNG5155
O52016	VNG5156H
O52017	VNG5161
TBPD_HALN1	VNG5163G
O52019	VNG5164C
O52020	VNG5165H
O52021	VNG5166H
O52022	VNG5169H
O52023	VNG5170H
O52024	VNG5174H
O52026	VNG5176C
O52025	VNG5177C
ARSA_HALN1	VNG5180G
O52028	VNG5181G
O52029	VNG5182G
O52030	VNG5183G
O52031	VNG5185H
O52032	VNG5186H
O52033	VNG5188
O52034	VNG5189H
O52035	VNG5191H
O52036	VNG5192H
O52037	VNG5193
O52038	VNG5194C
O46708	VNG5195H
O52039	VNG5197H
O52040	VNG5199H
Q9UWF7	VNG5200H
O52041	VNG5203C
O54562	VNG5204C
O54602	VNG5205
O54575	VNG5206C
O54654	VNG5207C
O54573	VNG5208G
O54533	VNG5209H
O54664	VNG5210H
O54613	VNG5211H
O54646	VNG5212H
IDI2_HALN1	VNG5213G
O54648	VNG5215H
O54605	VNG5217.1
O54563	VNG5217H
O54590	VNG5218H
O54535	VNG5220G
O46709	VNG5221G
O54663	VNG5222C
O54662	VNG5223C
O54630	VNG5225C
O54549	VNG5226
O54661	VNG5228C
O54637	VNG5229G
O54523	VNG5231G
O54633	VNG5232
O54601	VNG5233H
O54559	VNG5234H
O54647	VNG5235C
O54564	VNG5238C
O54596	VNG5240G
O54610	VNG5242G
TBPB_HALN1	VNG5245G
O54600	VNG5251
TH11_HALN1	VNG5252H
O54644	VNG5253H
Q48291	VNG5255H
O54583	VNG5256H
O51955	VNG6001H
O51956	VNG6003H
Q9HI30	VNG6005H
O51959	VNG6007H
O51960	VNG6008H
O51961	VNG6009H
O51962	VNG6010G
O51963	VNG6011H
Q9HI29	VNG6012H
O51965	VNG6013G
Q9HI32	VNG6015H
O51966	VNG6016H
O51967	VNG6017H
GVM1_HALN1	VNG6019G
GVL1_HALN1	VNG6020G
GVK1_HALN1	VNG6021G
GVJ1_HALN1	VNG6022G
GVI1_HALN1	VNG6023G
GVH1_HALN1	VNG6024G
GVG1_HALN1	VNG6025G
GVF1_HALN1	VNG6026G
GVE1_HALN1	VNG6027G
GVD1_HALN1	VNG6028G
GVA1_HALN1	VNG6029G
GVC1_HALN1	VNG6031G
GVN1_HALN1	VNG6032G
GVO1_HALN1	VNG6033G
O51969	VNG6034G
O51970	VNG6035G
Q9HI15	VNG6036H
O51971	VNG6037G
Q9HI14	VNG6037G
O51972	VNG6038H
O54583	VNG6039H
Q48291	VNG6040H
O54644	VNG6042H
TH11_HALN1	VNG6043H
Q9HHE0	VNG6045H
Q9HHD6	VNG6046H
Q9HHD8	VNG6047H
Q9HHE2	VNG6048H
TBPB_HALN1	VNG6050G
Q9HHD7	VNG6051H
Q9HHD9	VNG6052H
O54610	VNG6053G
O54596	VNG6055G
O54564	VNG6057C
YU61_HALN1	VNG6059C
O54647	VNG6060C
O54559	VNG6061H
O54601	VNG6062H
O54523	VNG6064G
O54637	VNG6065G
O54661	VNG6066C
O54630	VNG6068C
Q9HHE5	VNG6070H
O54662	VNG6071C
O54663	VNG6072C
O46709	VNG6073G
O54535	VNG6074G
Q9HHD5	VNG6075G
O54590	VNG6076H
Q9HHE6	VNG6077H
Q9HHE1	VNG6078H
Q9HHE3	VNG6080H
IDI2_HALN1	VNG6081G
O54646	VNG6082H
O54613	VNG6083H
O54664	VNG6084H
O54533	VNG6085H
O54573	VNG6086G
O54654	VNG6087C
O54575	VNG6088C
O54562	VNG6090C
O51974	VNG6091G
Q9HI13	VNG6094H
O51976	VNG6095C
O51977	VNG6097C
O51978	VNG6099H
O51979	VNG6101H
O51980	VNG6102H
O51981	VNG6103H
O51982	VNG6105H
Q9HI34	VNG6106H
Q9HI12	VNG6109H
Q9HI32	VNG6111H
O51984	VNG6112H
O51985	VNG6113H
O51986	VNG6115H
O51987	VNG6116H
Q9HI11	VNG6117H
O51989	VNG6119H
Q9HI10	VNG6120H
O51990	VNG6121H
O51991	VNG6123G
O51993	VNG6125H
Q9HI09	VNG6126H
O51994	VNG6127H
O51995	VNG6128H
O51996	VNG6129C
O51997	VNG6130G
O51998	VNG6131H
O51999	VNG6132G
Q9HI08	VNG6133H
Q9HI07	VNG6134H
Q9HI06	VNG6135C
O52001	VNG6136H
O52003	VNG6139G
TBPC_HALN1	VNG6140G
Q9HI31	VNG6141H
Q9HI05	VNG6142C
Q9HI04	VNG6143H
Q9HI03	VNG6144G
Q9HI02	VNG6145H
Q9HI31	VNG6146H
O54648	VNG6147H
Q9HI01	VNG6148H
Q9HI00	VNG6149H
Q9HHZ9	VNG6150G
Q9HHZ8	VNG6152H
Q9HHZ7	VNG6153G
Q9HHZ6	VNG6155H
Q9HHZ5	VNG6156H
Q9HHZ4	VNG6157H
Q9HHZ3	VNG6158H
Q9HHZ2	VNG6159H
Q9HHZ1	VNG6160H
Q9HI34	VNG6161H
Q9HHZ0	VNG6162H
Q9HHY9	VNG6163H
Q9HHY8	VNG6164G
Q9HHY7	VNG6165H
Q9HHY6	VNG6166H
Q9HHY5	VNG6168H
Q9HHY4	VNG6170H
Q9HHY3	VNG6171H
Q9HHY2	VNG6173C
Q9HHY1	VNG6175G
ATKA_HALN1	VNG6176G
ATKB_HALN1	VNG6177G
ATKC_HALN1	VNG6178G
Q9HHY0	VNG6179G
Q9HHX9	VNG6180H
Q9HHX8	VNG6181H
Q9HHX7	VNG6182H
Q9HHX6	VNG6183C
Q9HHX5	VNG6184G
Q9HHX4	VNG6185H
Q9HHX3	VNG6186H
Q9HHX2	VNG6187G
Q9HHX1	VNG6188H
Q9HHX0	VNG6189H
Q9HHW9	VNG6191H
Q9HHW8	VNG6193H
Q9HHW7	VNG6194H
Q9HHW6	VNG6195H
Q9HHW5	VNG6196G
Q9HHW4	VNG6197H
Q9HHW3	VNG6198H
Q9HHW2	VNG6199G
Q9HHW1	VNG6201G
Q9HHW0	VNG6203H
Q9HHV9	VNG6204H
Q9HHV8	VNG6205C
Q9HHV7	VNG6206H
Q9HHV6	VNG6208C
Q9HHV5	VNG6209H
Q9HHV4	VNG6210G
Q9HHV3	VNG6211G
Q9HHV2	VNG6212G
Q9HHV1	VNG6213G
Q9HHV0	VNG6214G
Q9HHU9	VNG6216G
Q9HHU8	VNG6218G
Q9HHU7	VNG6220G
Q9HHU6	VNG6221H
Q9HHU5	VNG6222H
Q9HHU4	VNG6223C
Q9HHU3	VNG6224H
Q9HHU2	VNG6225C
Q9HHU1	VNG6226H
GVL2_HALN1	VNG6229G
GVK2_HALN1	VNG6230G
GVJ2_HALN1	VNG6232G
GVI2_HALN1	VNG6233G
GVH2_HALN1	VNG6235G
GVG2_HALN1	VNG6236G
GVF2_HALN1	VNG6237G
GVE2_HALN1	VNG6239G
GVD2_HALN1	VNG6240G
GVA2_HALN1	VNG6241G
GVC2_HALN1	VNG6242G
GVN2_HALN1	VNG6244G
GVO2_HALN1	VNG6246G
Q9HHS7	VNG6247G
Q9HHS6	VNG6250G
Q9HHS5	VNG6251H
Q9HHS4	VNG6254C
Q9HHS3	VNG6255C
Q9HHS2	VNG6256G
Q9HHS1	VNG6258C
Q9HHS0	VNG6260G
Q9HHR9	VNG6261G
Q9HHR8	VNG6262G
Q9HHR7	VNG6264G
Q9HHR6	VNG6265G
Q9HHR5	VNG6266H
Q9HHR4	VNG6268C
Q9HHR3	VNG6269C
Q9HHR2	VNG6270G
CD65_HALN1	VNG6272G
Q9HHR0	VNG6275H
Q9HHQ9	VNG6276H
Q9HHQ8	VNG6277G
Q9HHQ7	VNG6279G
Q9HHQ6	VNG6280G
Q9HHQ5	VNG6281G
Q9HHQ4	VNG6283H
Q9HHQ3	VNG6284H
Q9HHQ2	VNG6286H
Q9HHQ1	VNG6287H
Q9HHQ0	VNG6288C
Q9HHP9	VNG6290H
Q9HHP8	VNG6291H
Q9HHP7	VNG6292C
Q9HHP6	VNG6293C
CATA_HALN1	VNG6294G
Q9HHP4	VNG6296C
Q9HHP3	VNG6297C
Q9HHP2	VNG6298C
Q9HHP1	VNG6299G
Q9HHP0	VNG6301G
Q9HHN9	VNG6302C
Q9HHN8	VNG6303G
Q9HHN7	VNG6305C
Q9HHN6	VNG6306C
Q9HHN5	VNG6308G
PYRB_HALN1	VNG6309G
PYRI_HALN1	VNG6311G
SYR_HALN1	VNG6312G
Q9HHN1	VNG6313G
OTCC_HALN1	VNG6315G
ARCC_HALN1	VNG6316G
Q48294	VNG6317G
Q9HHM8	VNG6318G
O07117	VNG6319H
Q9HHM7	VNG6320C
Q9HHM6	VNG6321H
Q9HHM5	VNG6322H
Q9HHM4	VNG6323H
Q9HHM3	VNG6325H
Q9HHM2	VNG6326G
Q9HHM1	VNG6327H
Q9HHM0	VNG6329H
Q9HHL9	VNG6330H
O52023	VNG6331H
Q9HHL8	VNG6332H
Q9HHL7	VNG6334H
Q9HHL6	VNG6335H
Q9HHL5	VNG6337G
Q9HHL4	VNG6339H
Q9HHL3	VNG6340H
Q9HHL2	VNG6341H
Q9HHL1	VNG6343H
Q9HHL0	VNG6344H
Q9HI34	VNG6345H
Q9HHK9	VNG6346H
Q9HHK8	VNG6347H
Q9HHK7	VNG6348H
Q9HHK6	VNG6349C
TFB3_HALN1	VNG6351G
Q9HHK4	VNG6353H
Q9HHK3	VNG6354G
Q9HHK2	VNG6355H
Q9HHK1	VNG6357H
Q9HHK0	VNG6359H
Q9HHJ9	VNG6361G
Q9HHJ8	VNG6362G
CD66_HALN1	VNG6363G
Q9HHJ6	VNG6364H
Q9HHJ5	VNG6365H
Q9HHJ4	VNG6366H
Q9HHJ3	VNG6367H
Q9HHJ2	VNG6368H
Q9HHJ1	VNG6370H
Q9HHJ0	VNG6371G
Q9HHI9	VNG6372H
Q9HHI8	VNG6373G
Q9HHI7	VNG6375H
Q9HHI6	VNG6377H
Q9HHI5	VNG6378H
Q9HHI4	VNG6379C
Q9HHI3	VNG6381H
Q9HHI2	VNG6383G
Q9HHI1	VNG6384H
Q9HHI0	VNG6385H
Q9HHH9	VNG6387H
TFB5_HALN1	VNG6389G
Q9HHH7	VNG6390H
Q9HI31	VNG6391H
Q9HHH6	VNG6393H
O51966	VNG6395H
Q9HHH5	VNG6396H
Q9HHH4	VNG6397H
Q9HHH3	VNG6400H
Q9HHH2	VNG6401H
Q9HHH1	VNG6402H
Q9HHH0	VNG6403H
Q9HHG9	VNG6404H
Q9HHG8	VNG6406H
Q9HHG7	VNG6407H
Q9HHG6	VNG6408G
Q9HHG5	VNG6409H
Q9HHG4	VNG6411H
Q9HHG3	VNG6412H
Q9HHG2	VNG6413H
Q9HHG1	VNG6416H
Q9HHG0	VNG6418H
Q9HHF9	VNG6419H
Q9HHF8	VNG6420H
TH11_HALN1	VNG6421H
Q9HHF7	VNG6424H
Q9HHF6	VNG6427H
Q9HHF5	VNG6429H
Q9HHF4	VNG6430C
Q9HHF3	VNG6431H
Q9HHF2	VNG6432H
Q9HHF1	VNG6434H
Q9HHF0	VNG6437C
TBPF_HALN1	VNG6438G
Q9HHE8	VNG6439H
Q9HHE7	VNG6441H
O54664	VNG6442H
O54613	VNG6443H
O54646	VNG6444H
IDI2_HALN1	VNG6445G
Q9HHE3	VNG6446H
O54648	VNG6447H
Q9HHE1	VNG6448H
Q9HHE6	VNG6449H
O54590	VNG6450H
Q9HHD5	VNG6451G
O54535	VNG6452G
O46709	VNG6453G
O54663	VNG6454C
O54662	VNG6455C
Q9HHE5	VNG6456H
O54630	VNG6457C
O54661	VNG6460C
O54637	VNG6461G
O54523	VNG6462G
O54601	VNG6464H
O54559	VNG6465H
O54647	VNG6466C
YU61_HALN1	VNG6467C
O54564	VNG6469C
O54596	VNG6471G
O54610	VNG6473G
Q9HHD9	VNG6474H
Q9HHD7	VNG6475H
TBPB_HALN1	VNG6476G
Q9HHE2	VNG6478H
Q9HHD8	VNG6479H
Q9HHD6	VNG6480H
Q9HHE0	VNG6481H
TH11_HALN1	VNG6483H
O54644	VNG6484H
Q48291	VNG6486H
O54583	VNG6487H
